Modulo	11 Pro	Repart	U$D 85	3 Meses	4 Horas
Modulo	11 Pro Max	Repart	U$D 85	3 Meses	4 Horas
Modulo	12	Repart	U$D 85	3 Meses	4 Horas
Modulo	12 Pro	Repart	U$D 85	3 Meses	4 Horas
Modulo	12 Mini	Repart	U$D 100	3 Meses	4 Horas
Modulo	12 Pro Max	Repart	U$D 95	3 Meses	4 Horas
Modulo	13	Repart	U$D 85	3 Meses	4 Horas
Modulo	13 Mini	Repart	U$D 100	3 Meses	4 Horas
Modulo	13 Pro	Repart	U$D 115	3 Meses	4 Horas
Modulo	13 Pro Max	Repart	U$D 125	3 Meses	4 Horas
Modulo	14	Repart	U$D 110	3 Meses	4 Horas
Modulo	14 Pro	Repart	U$D 150	3 Meses	4 Horas
Modulo	14 Plus	Repart	U$D 125	3 Meses	4 Horas
Modulo	14 Pro Max	Repart	U$D 150	3 Meses	4 Horas
Modulo	15	Repart	U$D 170	3 Meses	4 Horas
Modulo	15 Plus	Repart	U$D 170	3 Meses	4 Horas
Modulo	15 Pro	Repart	U$D 190	3 Meses	4 Horas
Modulo	15 Pro Max	Repart	U$D 195	3 Meses	4 Horas
Modulo	16	Repart	U$D 200	3 Meses	4 Horas
Modulo	16 Plus	Repart	U$D 200	3 Meses	4 Horas
Modulo	16 Pro	Repart	U$D 260	3 Meses	4 Horas
Modulo	16 Pro Max	Repart	U$D 280	3 Meses	4 Horas
Speaker	6S Plus	Generica	Consultar	3 Meses	2 Horas
Speaker	7	Generica	Consultar	3 Meses	2 Horas
Speaker	7 Plus	Generica	Consultar	3 Meses	2 Horas
Speaker	8	Generica	Consultar	3 Meses	2 Horas
Speaker	SE 2020	Generica	Consultar	3 Meses	2 Horas
Speaker	SE 2022	Generica	Consultar	3 Meses	2 Horas
Speaker	8 Plus	Generica	Consultar	3 Meses	2 Horas
Speaker	X	Generica	U$D 40	3 Meses	2 Horas
Speaker	Xs	Generica	U$D 40	3 Meses	2 Horas
Speaker	Xr	Generica	U$D 40	3 Meses	2 Horas
Speaker	Xs Max	Generica	U$D 40	3 Meses	2 Horas
Speaker	11	Generica	U$D 45	3 Meses	2 Horas
Speaker	11 Pro	Generica	U$D 40	3 Meses	2 Horas
Speaker	11 Pro Max	Generica	U$D 40	3 Meses	2 Horas
Speaker	12	Generica	U$D 45	3 Meses	2 Horas
Speaker	12 Pro	Generica	U$D 45	3 Meses	2 Horas
Speaker	12 Mini	Generica	U$D 45	3 Meses	2 Horas
Speaker	12 Pro Max	Generica	U$D 45	3 Meses	2 Horas
Speaker	13	Generica	U$D 45	3 Meses	2 Horas
Speaker	13 Mini	Generica	U$D 45	3 Meses	2 Horas
Speaker	13 Pro	Generica	U$D 45	3 Meses	2 Horas
Speaker	13 Pro Max	Generica	U$D 50	3 Meses	2 Horas
Speaker	14	Generica	U$D 45	3 Meses	2 Horas
Speaker	14 Pro	Generica	U$D 45	3 Meses	2 Horas
Speaker	14 Plus	Generica	U$D 45	3 Meses	2 Horas
Speaker	14 Pro Max	Generica	U$D 45	3 Meses	2 Horas
Speaker	15	Generica	U$D 50	3 Meses	2 Horas
Speaker	15 Plus	Generica	U$D 45	3 Meses	2 Horas
Speaker	15 Pro	Generica	U$D 50	3 Meses	2 Horas
Speaker	15 Pro Max	Generica	U$D 50	3 Meses	2 Horas
Speaker	16	Generica	U$D 50	3 Meses	2 Horas
Speaker	16 Plus	Generica	Consultar	3 Meses	2 Horas
Speaker	16 Pro	Generica	U$D 50	3 Meses	2 Horas
Speaker	16 Pro Max	Generica	U$D 50	3 Meses	2 Horas
Buzzer	6S Plus	Generica	Consultar	3 Meses	2 Horas
Buzzer	7	Generica	Consultar	3 Meses	2 Horas
Buzzer	7 Plus	Generica	Consultar	3 Meses	2 Horas
Buzzer	8	Generica	Consultar	3 Meses	2 Horas
Buzzer	SE 2020	Generica	Consultar	3 Meses	2 Horas
Buzzer	SE 2022	Generica	U$D 35	3 Meses	2 Horas
Buzzer	8 Plus	Generica	U$D 35	3 Meses	2 Horas
Buzzer	X	Generica	U$D 35	3 Meses	2 Horas
Buzzer	Xs	Generica	U$D 35	3 Meses	2 Horas
Buzzer	Xr	Generica	U$D 35	3 Meses	2 Horas
Buzzer	Xs Max	Generica	U$D 35	3 Meses	2 Horas
Buzzer	11	Generica	U$D 35	3 Meses	2 Horas
Buzzer	11 Pro	Generica	U$D 35	3 Meses	2 Horas
Buzzer	11 Pro Max	Generica	U$D 40	3 Meses	2 Horas
Buzzer	12	Generica	U$D 35	3 Meses	2 Horas
Buzzer	12 Pro	Generica	U$D 35	3 Meses	2 Horas
Buzzer	12 Mini	Generica	U$D 55	3 Meses	2 Horas
Buzzer	12 Pro Max	Generica	U$D 45	3 Meses	2 Horas
Buzzer	13	Generica	U$D 40	3 Meses	2 Horas
Buzzer	13 Mini	Generica	U$D 40	3 Meses	2 Horas
Buzzer	13 Pro	Generica	U$D 40	3 Meses	2 Horas
Buzzer	13 Pro Max	Generica	U$D 40	3 Meses	2 Horas
Buzzer	14	Generica	U$D 40	3 Meses	2 Horas
Buzzer	14 Pro	Generica	U$D 45	3 Meses	2 Horas
Buzzer	14 Plus	Generica	U$D 40	3 Meses	2 Horas
Buzzer	14 Pro Max	Generica	U$D 45	3 Meses	2 Horas
Buzzer	15	Generica	U$D 45	3 Meses	2 Horas
Buzzer	15 Plus	Generica	U$D 45	3 Meses	2 Horas
Buzzer	15 Pro	Generica	U$D 45	3 Meses	2 Horas
Buzzer	15 Pro Max	Generica	U$D 55	3 Meses	2 Horas
Buzzer	16	Generica	Consultar	3 Meses	2 Horas
Buzzer	16 Plus	Generica	Consultar	3 Meses	2 Horas
Buzzer	16 Pro	Generica	Consultar	3 Meses	2 Horas
Buzzer	16 Pro Max	Generica	Consultar	3 Meses	2 Horas
Mic / Pin de carga	6S Plus	Generica	Consultar	3 Meses	2 Horas
Mic / Pin de carga	7	Generica	Consultar	3 Meses	2 Horas
Mic / Pin de carga	7 Plus	Generica	Consultar	3 Meses	2 Horas
Mic / Pin de carga	8	Generica	Consultar	3 Meses	2 Horas
Mic / Pin de carga	SE 2020	Generica	Consultar	3 Meses	2 Horas
Mic / Pin de carga	SE 2022	Generica	Consultar	3 Meses	2 Horas
Mic / Pin de carga	8 Plus	Generica	U$D 60	3 Meses	2 Horas
Mic / Pin de carga	X	Generica	U$D 60	3 Meses	2 Horas
Mic / Pin de carga	Xs	Generica	U$D 60	3 Meses	2 Horas
Mic / Pin de carga	Xr	Generica	U$D 60	3 Meses	2 Horas
Mic / Pin de carga	Xs Max	Generica	U$D 60	3 Meses	2 Horas
Mic / Pin de carga	11	Generica	U$D 60	3 Meses	2 Horas
Mic / Pin de carga	11 Pro	Generica	U$D 85	3 Meses	2 Horas
Mic / Pin de carga	11 Pro Max	Generica	U$D 85	3 Meses	2 Horas
Mic / Pin de carga	12	Generica	U$D 60	3 Meses	2 Horas
Mic / Pin de carga	12 Pro	Generica	U$D 60	3 Meses	2 Horas
Mic / Pin de carga	12 Mini	Generica	U$D 65	3 Meses	2 Horas
Mic / Pin de carga	12 Pro Max	Generica	U$D 65	3 Meses	2 Horas
Mic / Pin de carga	13	Generica	U$D 65	3 Meses	2 Horas
Mic / Pin de carga	13 Mini	Generica	U$D 70	3 Meses	2 Horas
Mic / Pin de carga	13 Pro	Generica	U$D 65	3 Meses	2 Horas
Mic / Pin de carga	13 Pro Max	Generica	U$D 70	3 Meses	2 Horas
Mic / Pin de carga	14	Generica	U$D 65	3 Meses	2 Horas
Mic / Pin de carga	14 Pro	Generica	U$D 75	3 Meses	2 Horas
Mic / Pin de carga	14 Plus	Generica	U$D 65	3 Meses	2 Horas
Mic / Pin de carga	14 Pro Max	Generica	U$D 75	3 Meses	2 Horas
Mic / Pin de carga	15	Generica	U$D 80	3 Meses	2 Horas
Mic / Pin de carga	15 Plus	Generica	U$D 85	3 Meses	2 Horas
Mic / Pin de carga	15 Pro	Generica	U$D 90	3 Meses	2 Horas
Mic / Pin de carga	15 Pro Max	Generica	U$D 85	3 Meses	2 Horas
Mic / Pin de carga	16	Generica	U$D 80	3 Meses	2 Horas
Mic / Pin de carga	16 Plus	Generica	U$D 80	3 Meses	2 Horas
Mic / Pin de carga	16 Pro	Generica	U$D 80	3 Meses	2 Horas
Mic / Pin de carga	16 Pro Max	Generica	U$D 80	3 Meses	2 Horas
Camara Trasera	6S Plus	VEZR	Consultar	3 Meses	2 Horas
Camara Trasera	7	VEZR	Consultar	3 Meses	2 Horas
Camara Trasera	7 Plus	VEZR	Consultar	3 Meses	2 Horas
Camara Trasera	8	VEZR	Consultar	3 Meses	2 Horas
Camara Trasera	SE 2020	VEZR	Consultar	3 Meses	2 Horas
Camara Trasera	SE 2022	VEZR	U$D 55	3 Meses	2 Horas
Camara Trasera	8 Plus	VEZR	U$D 60	3 Meses	2 Horas
Camara Trasera	X	VEZR	U$D 65	3 Meses	2 Horas
Camara Trasera	Xs	VEZR	U$D 65	3 Meses	2 Horas
Camara Trasera	Xr	VEZR	U$D 55	3 Meses	2 Horas
Camara Trasera	Xs Max	VEZR	U$D 65	3 Meses	2 Horas
Camara Trasera	11	VEZR	U$D 55	3 Meses	2 Horas
Camara Trasera	11 Pro	VEZR	U$D 85	3 Meses	2 Horas
Camara Trasera	11 Pro Max	VEZR	U$D 85	3 Meses	2 Horas
Camara Trasera	12	VEZR	U$D 65	3 Meses	2 Horas
Camara Trasera	12 Pro	VEZR	U$D 125	3 Meses	2 Horas
Camara Trasera	12 Mini	VEZR	U$D 90	3 Meses	2 Horas
Camara Trasera	12 Pro Max	VEZR	U$D 125	3 Meses	2 Horas
Camara Trasera	13	VEZR	U$D 60	3 Meses	2 Horas
Camara Trasera	13 Mini	VEZR	U$D 60	3 Meses	2 Horas
Camara Trasera	13 Pro	VEZR	U$D 125	3 Meses	2 Horas
Camara Trasera	13 Pro Max	VEZR	U$D 125	3 Meses	2 Horas
Camara Trasera	14	VEZR	U$D 85	3 Meses	2 Horas
Camara Trasera	14 Pro	VEZR	U$D 120	3 Meses	2 Horas
Camara Trasera	14 Plus	VEZR	U$D 100	3 Meses	2 Horas
Camara Trasera	14 Pro Max	VEZR	U$D 120	3 Meses	2 Horas
Camara Trasera	15	VEZR	U$D 75	3 Meses	2 Horas
Camara Trasera	15 Plus	VEZR	U$D 95	3 Meses	2 Horas
Camara Trasera	15 Pro	VEZR	U$D 105	3 Meses	2 Horas
Camara Trasera	15 Pro Max	VEZR	U$D 115	3 Meses	2 Horas
Camara Trasera	16	VEZR	U$D 105	3 Meses	2 Horas
Camara Trasera	16 Plus	VEZR	Consultar	3 Meses	2 Horas
Camara Trasera	16 Pro	VEZR	U$D 110	3 Meses	2 Horas
Camara Trasera	16 Pro Max	VEZR	U$D 115	3 Meses	2 Horas
Camara Frontal	6S Plus	Generica	Consultar	3 Meses	2 Horas
Camara Frontal	7	Generica	Consultar	3 Meses	2 Horas
Camara Frontal	7 Plus	Generica	Consultar	3 Meses	2 Horas
Camara Frontal	8	Generica	Consultar	3 Meses	2 Horas
Camara Frontal	SE 2020	Generica	Consultar	3 Meses	2 Horas
Camara Frontal	SE 2022	Generica	Consultar	3 Meses	2 Horas
Camara Frontal	8 Plus	Generica	Consultar	3 Meses	2 Horas
Camara Frontal	X	Generica	U$D 50	3 Meses	2 Horas
Camara Frontal	Xs	Generica	U$D 50	3 Meses	2 Horas
Camara Frontal	Xr	Generica	U$D 50	3 Meses	2 Horas
Camara Frontal	Xs Max	Generica	U$D 50	3 Meses	2 Horas
Camara Frontal	11	Generica	U$D 50	3 Meses	2 Horas
Camara Frontal	11 Pro	Generica	U$D 55	3 Meses	2 Horas
Camara Frontal	11 Pro Max	Generica	U$D 55	3 Meses	2 Horas
Camara Frontal	12	Generica	U$D 50	3 Meses	2 Horas
Camara Frontal	12 Pro	Generica	U$D 55	3 Meses	2 Horas
Camara Frontal	12 Mini	Generica	U$D 50	3 Meses	2 Horas
Camara Frontal	12 Pro Max	Generica	U$D 55	3 Meses	2 Horas
Camara Frontal	13	Generica	U$D 55	3 Meses	2 Horas
Camara Frontal	13 Mini	Generica	U$D 55	3 Meses	2 Horas
Camara Frontal	13 Pro	Generica	U$D 65	3 Meses	2 Horas
Camara Frontal	13 Pro Max	Generica	U$D 65	3 Meses	2 Horas
Camara Frontal	14	Generica	U$D 65	3 Meses	2 Horas
Camara Frontal	14 Pro	Generica	U$D 75	3 Meses	2 Horas
Camara Frontal	14 Plus	Generica	U$D 70	3 Meses	2 Horas
Camara Frontal	14 Pro Max	Generica	U$D 75	3 Meses	2 Horas
Camara Frontal	15	Generica	U$D 70	3 Meses	2 Horas
Camara Frontal	15 Plus	Generica	Consultar	3 Meses	2 Horas
Camara Frontal	15 Pro	Generica	U$D 75	3 Meses	2 Horas
Camara Frontal	15 Pro Max	Generica	U$D 80	3 Meses	2 Horas
Camara Frontal	16	Generica	U$D 70	3 Meses	2 Horas
Camara Frontal	16 Plus	Generica	Consultar	3 Meses	2 Horas
Camara Frontal	16 Pro	Generica	U$D 75	3 Meses	2 Horas
Camara Frontal	16 Pro Max	Generica	U$D 80	3 Meses	2 Horas
Vidrio de Camara	6S Plus	Generica	Consultar	3 Meses	2 Horas
Vidrio de Camara	7	Generica	Consultar	3 Meses	2 Horas
Vidrio de Camara	7 Plus	Generica	Consultar	3 Meses	2 Horas
Vidrio de Camara	8	Generica	Consultar	3 Meses	2 Horas
Vidrio de Camara	SE 2020	Generica	Consultar	3 Meses	2 Horas
Vidrio de Camara	SE 2022	Generica	Consultar	3 Meses	2 Horas
Vidrio de Camara	8 Plus	Generica	U$D 20	3 Meses	2 Horas
Vidrio de Camara	X	Generica	U$D 20	3 Meses	2 Horas
Vidrio de Camara	Xs	Generica	U$D 20	3 Meses	2 Horas
Vidrio de Camara	Xr	Generica	U$D 20	3 Meses	2 Horas
Vidrio de Camara	Xs Max	Generica	U$D 20	3 Meses	2 Horas
Vidrio de Camara	11	Generica	U$D 20	3 Meses	2 Horas
Vidrio de Camara	11 Pro	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	11 Pro Max	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	12	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	12 Pro	Generica	U$D 22	3 Meses	2 Horas
Vidrio de Camara	12 Mini	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	12 Pro Max	Generica	U$D 22	3 Meses	2 Horas
Vidrio de Camara	13	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	13 Mini	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	13 Pro	Generica	U$D 22	3 Meses	2 Horas
Vidrio de Camara	13 Pro Max	Generica	U$D 22	3 Meses	2 Horas
Vidrio de Camara	14	Generica	U$D 26	3 Meses	2 Horas
Vidrio de Camara	14 Pro	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	14 Plus	Generica	U$D 26	3 Meses	2 Horas
Vidrio de Camara	14 Pro Max	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	15	Generica	U$D 26	3 Meses	2 Horas
Vidrio de Camara	15 Plus	Generica	U$D 26	3 Meses	2 Horas
Vidrio de Camara	15 Pro	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	15 Pro Max	Generica	U$D 25	3 Meses	2 Horas
Vidrio de Camara	16	Generica	U$D 30	3 Meses	2 Horas
Vidrio de Camara	16 Plus	Generica	U$D 30	3 Meses	2 Horas
Vidrio de Camara	16 Pro	Generica	U$D 30	3 Meses	2 Horas
Vidrio de Camara	16 Pro Max	Generica	U$D 30	3 Meses	2 Horas
Tapa Trasera	6S Plus	Generica	Consultar	3 Meses	4 Horas
Tapa Trasera	7	Generica	Consultar	3 Meses	4 Horas
Tapa Trasera	7 Plus	Generica	Consultar	3 Meses	4 Horas
Tapa Trasera	8	Generica	Consultar	3 Meses	4 Horas
Tapa Trasera	SE 2020	Generica	Consultar	3 Meses	4 Horas
Tapa Trasera	SE 2022	Generica	U$D 50	3 Meses	4 Horas
Tapa Trasera	8 Plus	Generica	U$D 55	3 Meses	4 Horas
Tapa Trasera	X	Generica	U$D 55	3 Meses	4 Horas
Tapa Trasera	Xs	Generica	U$D 55	3 Meses	4 Horas
Tapa Trasera	Xr	Generica	U$D 55	3 Meses	4 Horas
Tapa Trasera	Xs Max	Generica	U$D 55	3 Meses	4 Horas
Tapa Trasera	11	Generica	U$D 82	3 Meses	4 Horas
Tapa Trasera	11 Pro	Generica	U$D 82	3 Meses	4 Horas
Tapa Trasera	11 Pro Max	Generica	U$D 82	3 Meses	4 Horas
Tapa Trasera	12	Generica	U$D 85	3 Meses	4 Horas
Tapa Trasera	12 Pro	Generica	U$D 85	3 Meses	4 Horas
Tapa Trasera	12 Mini	Generica	U$D 85	3 Meses	4 Horas
Tapa Trasera	12 Pro Max	Generica	U$D 85	3 Meses	4 Horas
Tapa Trasera	13	Generica	U$D 90	3 Meses	4 Horas
Tapa Trasera	13 Mini	Generica	U$D 90	3 Meses	4 Horas
Tapa Trasera	13 Pro	Generica	U$D 90	3 Meses	4 Horas
Tapa Trasera	13 Pro Max	Generica	U$D 90	3 Meses	4 Horas
Tapa Trasera	14	Generica	U$D 85	3 Meses	4 Horas
Tapa Trasera	14 Pro	Generica	U$D 90	3 Meses	4 Horas
Tapa Trasera	14 Plus	Generica	U$D 85	3 Meses	4 Horas
Tapa Trasera	14 Pro Max	Generica	U$D 90	3 Meses	4 Horas
Tapa Trasera	15	Generica	U$D 85	3 Meses	4 Horas
Tapa Trasera	15 Plus	Generica	U$D 85	3 Meses	4 Horas
Tapa Trasera	15 Pro	Generica	U$D 90	3 Meses	4 Horas
Tapa Trasera	15 Pro Max	Generica	U$D 90	3 Meses	4 Horas
Tapa Trasera	16	Generica	U$D 100	3 Meses	4 Horas
Tapa Trasera	16 Plus	Generica	U$D 100	3 Meses	4 Horas
Tapa Trasera	16 Pro	Generica	U$D 105	3 Meses	4 Horas
Tapa Trasera	16 Pro Max	Generica	U$D 105	3 Meses	4 Horas
Trabajos de placa	—	—	Consultar	Consultar	Consultar
